English,Bengali
TECHOUS,প্রযুক্তিগত
TECHY,প্রযুক্তিগত
TECLA,টেক্লা
TECNOCTONIA,টেকনোকটোনিয়া
TECNOLOGY,প্রযুক্তিবিদ্যা
TECO,টেকো
TECOMA,টেকোমা
TECOMIN,টেকোমিন
TECON,টেকন
TECPANEC,টেকপানেক
TECTA,টেক্টা
TECTAL,সংক্ষিপ্ত
TECTIBRANCH,সংক্ষিপ্তসার
TECTIBRANCHIA,সংক্ষিপ্তসার্চিয়া
TECTIBRANCHIATA,সংক্ষিপ্তবৃত্তি
TECTIBRANCHIATE,সংক্ষিপ্তসার
TECTOCEPHALIC,টেকটোমেফালিক
TECTOLOGICAL,ভূ-জৈব
TECTOLOGY,টেকটোলজি
TECTONA,টেকটোনা
TECTONA GRANDIS,সেগুন
TECTONIC,টেকটোনিক
TECTONIC MOVEMENT,টেকটনিক আন্দোলন
TECTONICALLY,প্রযুক্তিগতভাবে
TECTONICS,টেকটোনিক্স
TECTONISM,টেকটোনবাদ
TECTORIAL,ভূ-খণ্ড সংক্রান্ত
TECTORIUM,টেকটোরিয়াম
TECTOSAGES,টেকটোসেজ
TECTOSPHERE,ভূ-পৃষ্ঠমণ্ডল
TECTRICIAL,টেকট্রিশিয়াল
TECTUM,ভূত্বক
TECTURE,গঠন
TECUM,টেকাম
TECUMA,টেকুমা
TECUNA,টেকুনা
TED,টেড
TEDDED,সূক্ষ্মভাবে সাজানো
TEDDER,টেডার
TEDDERS,টেডার
TEDDING,টেডিং
TEDDY BEAR,টেডি বিয়ার
TEDDY BOY,ফুলবাবু
TEDESCHE,টেডেশে
TEDESCO,টেডেস্কো
TEDIOSITY,শৈশব
TEDIOUS,দুরূহ
TEDIOUSLY,ক্লান্তিকরভাবে
TEDIOUSNESS,একঘেয়েমি
TEDIOUSOME,ক্লান্তিকর
TEDISOME,ক্লান্তিকর
TEDIUM,ক্লান্তি
TEDIUM-PROOF,একঘেয়েমি রোধক
TEDIUMS,ক্লান্তি
TEDS,বিছানা
TEE,টি-শার্ট
TEE IRON,টি লোহা
TEE OFF,বন্ধ টী বর্ণের নাম
TEE-HOLE,টী বর্ণের নাম গর্ত
TEE-NAME,টী বর্ণের নাম
TEEDLE,ঝাঁকুনি দেওয়া
TEEL,তেল
TEEM,পরিপূর্ণ
TEEM IN,এ প্রসব
TEEMED,পরিপূর্ণ
TEEMER,ঝাঁকুনি
TEEMERS,ঝাঁকুনি
TEEMFUL,পরিপূর্ণ
TEEMFULNESS,ঘনত্ব
TEEMING,পরিপূর্ণ
TEEMINGLY,তুমুলভাবে
TEEMINGNESS,চাঞ্চল্য
TEEMLESS,অবাধ
TEEMS,ঢেউ খেলানো
TEEN,কিশোর
TEEN-AGE,দু: খ-বয়স
TEEN-AGER,তের হইতে উনিশ বৎসর বয়সের লোক
TEENAGE,কিশোর
TEENAGED,কিশোর
TEENAGER,কিশোর
TEENAGERS,কিশোর-কিশোরী
TEENER,কিশোর
TEENERS,কৈশোর
TEENET,কিশোর
TEENFUL,কিশোরী
TEENFULLY,কিশোরীভাবে
TEENFULS,কিশোর-কিশোরী
TEENIE,কিশোরী
TEENIER,কিশোর
TEENIEST,সবচেয়ে কিশোর
TEENISH,কিশোরী
TEENS,কিশোর-কিশোরী
TEENSIER,কৈশোর
TEENSIEST,কিশোরতম
TEENSY,কৈশোর
TEENTSIEST,সবচেয়ে কিশোর
TEENTY,কিশোর
TEENY,কিশোর
TEENYBOPPERS,অনুসরণ
TEES,টি-শার্ট
TEETER,টিটার
TEETER-TAIL,টলটলায়মানভাবে দ্বিধাবিভক্ত
TEETERED,ভীতু
TEETERER,অশ্লীল
TEETERING,ছটফট করছে
TEETERINGLY,চঞ্চলভাবে
TEETERS,টলটলায়মানভাবে হাঁটা
TEETERY,অস্থিরতা
TEETH,দাঁত
TEETH RIDGE,দাঁত সেতুবন্ধ
TEETH TARTAR,দন্তমল
TEETHACHE,দাঁত ব্যথা
TEETHBRUSH,দাঁত বুরুশ
TEETHE,দাঁত
TEETHED,দাঁতওয়ালা
TEETHER,দাঁত কাটা
TEETHERS,দাঁত কাটা
TEETHES,দাঁত
TEETHFUL,দাঁতভরা
TEETHIER,দাঁতের মতো
TEETHIEST,দাঁতযুক্ত
TEETHILY,দাঁতযুক্ত
TEETHING,দাত দেওয়া
TEETHINGS,দাঁত
TEETHLESS,দাঁতহীন
TEETHLIKE,দাঁত মত
TEETHRIDGE,দাঁতের ঝাঁকুনি
TEETHY,দাঁতযুক্ত
TEETING,ছিঁড়ে ফেলা
TEETOTAL,মদ্যপান
TEETOTALED,টিটোলেটযুক্ত
TEETOTALER,মদ্যপানকারী
TEETOTALERS,মদ্যপানকারীরা
TEETOTALLED,তৃষ্ণার্ত
TEETOTALLER,মদ্যপানকারী
TEETOTALLERS,আসবপান সংপূর্ণরুপে পরিহারকারী
TEETOTALLING,মদ্যপান
TEETOTALLY,তৃষ্ণার্তভাবে
TEETOTUM,টিটোটাম
TEETOTUM WISE,জ্ঞানী আঙ্গুলে ঘোরান লাট্টু
TEETOTUMS,টিটোটামস
TEETOTUMWISE,অনুসরণ
TEETY,স্থূলকায়
TEEWHAAP,টিহোয়াপ
TEG,টেগ
TEGG,টেগ
TEGMEN,টেগম্যান
TEGMENT,অংশবিশেষ
TEGMENTAL,বিভাগীয়
TEGS,দ্বিতীয় বর্ষের ভেড়া
TEGUA,টেগুয়া
TEGUGURIA,টেগুগুরিয়া
TEGUIMA,তেগুইমা
TEGULAR,টেগুলার
TEGULARLY,খণ্ডগতভাবে
TEGULATED,বিভাজিত
TEGUMEN,বাইরের
TEGUMENT,অঙ্গবিন্যাস
TEGUMENTARY,স্তম্ভাকার
TEGUMENTS,আবরণ
TEGURIA,টেগুরিয়া
TEHEE,তেহি
TEHERAN,তেহরান
TEHRAN,তেহরান
TEHSEEL,তহসিল
TEHSEELDAR,তহসিলদার
TEHSIL,তহসিল
TEHSILDAR,তহসিলদার
TEHSILS,তহশিলের
TEHUANTEPEC WINDS,তেহরান্তেপিক বাতাস
TEHUANTEPECAN,তেহুয়ান্টেপেকান
TEHUECO,তেহুয়েকো
TEHUELCHE,তেহুছে
TEHUELCHEAN,তেহুয়েলচিয়ান
TEHUELET,তেহুয়েলেট
TEIHTE,তেহতে
TEIID,তিয়িড
TEIL,তৈল
TEIND,ছিঁড়ে ফেলা
TEIOID,থাইওয়েড
TEIRESIAS,তেরেসিয়াস
TEISE,তেসে
TEJU,তেজু
TEKIAH,টেকিয়াহ
TEKNONYMOUS,প্রযুক্তিগত
TEKNONYMOUSLY,কারিগরিভাবে
TEKNONYMY,প্রযুক্তিবিদ্যা
TEL,টেলিফোন
TEL AVIV,তেল আবিব
TELA,তারেক
TELAE,ওয়েব পেজ
TELAESTHESIA,টেলিস্থেসিয়া
TELAESTHETIC,টেলিসথেটিক
TELAKUCHA,তেলাকুচা
TELAMON,টেলামন
TELAMONES,টেলামোনস
TELAMONS,স্তম্ভবৎ ভাররক্ষক ব্যক্তি
TELANG,তেলেঙ্গানা
TELANGIECTASES,তেলাঞ্জিয়েক্টেস
TELANGIECTASIA,তেলঙ্গিকেক্টেসিয়া
TELANGIECTASIS,তেলঙ্গিকেক্টেসিস
TELANGIECTASY,তেলাঞ্জিয়েক্টেসি
TELANGIECTATIC,তেলাঞ্জিয়েক্টিক
TELARLY,সুস্পষ্টভাবে
TELAUTOGRAPH,টেলিটোগ্রাফ
TELAUTOMATICALLY,টেলি-অটোমেটিকভাবে
TELCHINES,তেলচিন
TELCHINIC,তেলচিনিক
TELEANGIECTASIA,টেলিঅ্যাঞ্জিয়েক্টাসিয়া
TELECAST,টেলিকাস্ট
TELECASTED,প্রচারিত
TELECHEMIC,টেলিকেমিক
TELECINE,টাইপ:
TELECOM EQUIPMENT,টেলি সরঞ্জাম
TELECOMM,টেলিযোগাযোগ
TELECOMMUNICATE,টেলিযোগাযোগ করা
TELECOMMUNICATION,টেলিযোগাযোগ
TELECOMMUNICATION EQUIPMENT,টেলিযোগাযোগ যন্ত্রপাতি
TELECOMMUNICATION SYSTEM,টেলিযোগাযোগ ব্যবস্থা
TELECOMMUNICATIONAL,টেলিযোগাযোগ
TELECOMMUNICATIONS,টেলিযোগাযোগ
TELECOMMUTE,টেলিফোনে যোগাযোগ
TELECOMPUTING,টেলিযোগাযোগ
TELECONFERENCES,টেলি
TELECONTROL,দূর থেকে নিয়ন্ত্রণ
TELECOTTAGE,থেকে উৎসারিত
TELECTROSCOPE,টেলেক্ট্রোস্কোপ
TELEFACSIMILE,টেলিফ্যাক্স
TELEFILM,টেলিফিল্ম
TELEGENIC,টেলিকনিক
TELEGENICALLY,টেলিজেনিকভাবে
TELEGNOSIS,টেলিজোনিস
TELEGNOSTIC,টেলিগ্যাস্টিক
TELEGONIC,টেলিগ্রোনিক
TELEGONOUS,টেলিগ্রন্থ
TELEGONY,টেলিগ্রিনি
TELEGRAM,টেলিগ্রাম
TELEGRAMMED,টেলিগ্রাম করা হয়েছে
TELEGRAMS,টেলিগ্রাম
TELEGRAPH,টেলিগ্রাফ
TELEGRAPH LINE,টেলিগ্রাফের তার
TELEGRAPH POLE,টেলিগ্রাফ মেরু
TELEGRAPH POST,টেলিগ্রাফের খুঁটি
TELEGRAPH WIRE,টেলিগ্রাফ টেলিগ্রাম
TELEGRAPHED,টেলিগ্রাফ করা হয়েছে
TELEGRAPHER,টেলিগ্রাফার
TELEGRAPHERS,টেলিগ্রাফার
TELEGRAPHIC,টেলিগ্রাফিক
TELEGRAPHING,টেলিগ্রাফিং
TELEGRAPHIST,টেলিগ্রাফিস্ট
TELEGRAPHISTS,টেলিগ্রাফিস্ট
TELEGRAPHS,টেলিগ্রাফ
TELEGRAPHY,টেলিগ্রাফি
TELEGU,তেলেগু
TELEI,টেলি
TELEIA,টেলিয়া
TELEKINESES,অন্তর শক্তি বস্তু চালানর ক্ষমতা
TELEKINESIS,টেলিকিনিসিস
TELELECTROSCOPE,টেলিইলেকট্রোস্কোপ
TELEMARKETERS,বিজ্ঞাপনদাতাকে
TELEMATICS,টেলিম্যাটিক্স
TELEMECHANIC,টেলিমেকানিক
TELEMECHANICS,টেলিমেকানিক্স
TELEMECHANISM,টেলিমেকানিজম
TELEMETER,টেলিমেটার
TELEMETERS,টেলিমেটার
TELEMETRICALLY,টেলিমেট্রিকভাবে
TELEMETRY,টেলিমেট্রি
TELEMETRY INTELLIGENCE,টেলিমেট্রি গোয়েন্দা
TELENCEPHALLA,টেলেন্সেফালা
TELENCEPHALONS,টেরেন্সফ্যালনস
TELENERGY,টেলিগ্রেশন
TELENGET,টেলিঙ্গেট
TELENGISCOPE,টেলিগ্রিস্কোপ
TELEOLOGICAL,টেলিওলজিক্যাল
TELEOLOGICALLY,টেলিযোগে
TELEOLOGIES,টেলিযোগ
TELEOLOGISM,টেলিযোগ
TELEOLOGIST,টেলিবিদ
TELEOLOGY,টেলিওলজি
TELEOPHOBIA,টেলিফোবিয়া
TELEORGANIC,টেলিঅর্গানিক
TELEOSAURIAN,টেলিসোরিয়ান
TELEOSTEOUS,দূরদর্শী
TELEOTROCHA,টেলিটোক্রা
TELEOZOIC,টেলিজোজিক
TELEPATHIC,টেলিপ্যাথিক
TELEPATHICALLY,টেলিপ্যাথিকভাবে
TELEPATHIES,টেলিপ্যাথি
TELEPATHIST,টেলিপ্যাথি
TELEPATHIZE,টেলিপ্যাথি করা
TELEPATHY,টেলিপ্যাথি
TELEPHONE,টেলিফোন
TELEPHONE BOOK,টেলিফোন বই
TELEPHONE BOOTH,টেলিফোন স্টল
TELEPHONE CALL,ফোন কল
TELEPHONE CONVERSATION,টেলিফোনে কথোপকথন
TELEPHONE DIRECTORY,টেলিফোন ডাইরেক্টরি
TELEPHONE EXCHANGE,টেলিফোন এক্সচেঞ্জ
TELEPHONE INTERVIEW,টেলিফোন সাক্ষাত্কারে
TELEPHONE MESSAGE,টেলিফোনের বার্তা
TELEPHONE OPERATOR,টেলিফোন অপারেটর
TELEPHONE POLE,টেলিফোন মেরু
TELEPHONE SUPERVISOR,টেলিফোনে সুপারভাইজার
TELEPHONED,টেলিফোন করা হয়েছে
TELEPHONES,টেলিফোন
TELEPHONIC,টেলিফোনিক
TELEPHONICAL,টেলিফোন সংক্রান্ত
TELEPHONICALLY,টেলিফোনে
TELEPHONICS,টেলিফোন
TELEPHONING,টেলিফোনিং
TELEPHONIST,টেলিফোনিস্ট
TELEPHONISTS,টেলিফোনবিদ
TELEPHONOGRAPHIC,টেলিফোন সংক্রান্ত
TELEPHONOPHOBIA,টেলিফোনভীতি
TELEPHONY,টেলিফোনি
TELEPHOTO,টেলিফোটো
TELEPHOTOGRAPH,টেলিফোটোগ্রাফ
TELEPHOTOGRAPHY,টেলিফোটোগ্রাফি
TELEPHOTY,টেলিফোনি
TELEPICTURE,টেলিগ্রাফিকেশন
TELEPLASTIC,টেলিপ্লাস্টিক
TELEPORTED,টেলিপোর্ট করা হয়েছে
TELEPRINTER,টেলিপ্রিন্টার
TELEPRINTERS,টেলিপ্রিন্টার
TELERGIC,টেলিগ্রাফিক
TELERGICAL,টেরিলিকাল
TELERGICALLY,টেলিযোগে
TELERGY,টেলিবিদ্যা
TELESCOPE,দূরবীণ
TELESCOPE SIGHT,টেলিস্কোপ দর্শন
TELESCOPED,দূরবীণ
TELESCOPES,দূরবীণ
TELESCOPIC,দূরবীণ
TELESCOPIC JACK,দূরবীনসংক্রান্ত জ্যাক
TELESCOPIC SIGHT,দূরবীনসংক্রান্ত দৃষ্টিশক্তি
TELESCOPICAL,দূরবীণ
TELESCOPICALLY,দূরবীণ
TELESCOPIFORM,দূরবীনরূপী
TELESCOPING,দূরবীণ
TELESCOPIST,দূরবীণ
TELESCOPIUM,দূরবীন
TELESCOPY,দূরবীণ
TELESCREEN,দূরদর্শন
TELESCREENS,দূরেক্ষণযন্ত্রের কাচ
TELESCRIPTOR,দূরবীণ
TELESEISMIC,টেলিসিজমিক
TELESEISMOLOGY,টেলিসিওলজি
TELESERVICES,টেলিপরিষেবা
TELESES,টেলিযোগ
TELESIA,টেলিসিয়া
TELESIURGIC,টেলিসিউরজিক
TELESM,দূরবীন
TELESMATICAL,দূরবীণ
TELESPECTROSCOPE,দূরবীক্ষণ যন্ত্র
TELESTEREOGRAPH,দূরবীণ
TELESTEREOGRAPHY,দূরবীণ
TELESTEREOSCOPE,দূরবীণ
TELESTERIA,টেলিসিয়ারিয়া
TELESTERION,দূরবীন
TELESTHESIA,টেলিস্থেসিয়া
TELESTHETIC,টেলিসথেটিক
TELESTIAL,দূরদর্শী
TELETHERMOMETRY,টেলিমেটারমিতি
TELETHERMOSCOPE,টেলিথার্মোস্কোপ
TELETHONS,টেলিফোন
